subject,predicate,object,chunk_id
stavební zákon,považuje se,návrhy pro jejich eliminaci,0171206439414e82ab805460a034af0f
stavební zákon,považuje se,minimalizaci,0171206439414e82ab805460a034af0f
stavební zákon,považuje se,kompenzaci,0171206439414e82ab805460a034af0f
stavební zákon,upravuje,posouzení vlivu zásad územního rozvoje,0171206439414e82ab805460a034af0f
stavební zákon,upravuje,"na základě jeho projednání se zástupci ministerstev, jiných ústředních správních úřadů a krajů",513155d9efe64816bc26448086eb99eb
stavební zákon,předkládá,"zpráva o projednání návrhu politiky územního rozvoje obsahující vyhodnocení stanovisek ministerstev, jiných ústředních správních úřadů a krajů, připomínek obcí a veřejnosti, případných vyjádření sousedních států a výsledků konzultací se zdůvodněním způsobu jejich zapracování",513155d9efe64816bc26448086eb99eb
stavební zákon,obsahuje,výkres ploch a koridorů,ae4d8b91c4074f0c9de809834a55b26f
stavební zákon,obsahuje,"výkres veřejně prospěšných staveb, opatření a asanací",ae4d8b91c4074f0c9de809834a55b26f
stavební zákon,obsahuje,výkres pořadí provádění změn v území,ae4d8b91c4074f0c9de809834a55b26f
výkresy grafické části,se zpracovávají,v měřítku 1 : 100 000,ae4d8b91c4074f0c9de809834a55b26f
stavební zákon,stanoví,požadavky na obsah vyhodnocení vlivů na životní prostředí,467f6a0d2c99415cae7583a9585318ed
stavební zákon,stanoví,požadavky na vyhodnocení variant řešení,467f6a0d2c99415cae7583a9585318ed
příslušný orgán ochrany přírody,doručí,stanovisko ministerstvu,467f6a0d2c99415cae7583a9585318ed
příslušný orgán ochrany přírody,doručí,stanovisko Ministerstvu životního prostředí,467f6a0d2c99415cae7583a9585318ed
stavební zákon,upravuje,ministerstva písemné připomínky,afc535e88f8b4a7cb8145dd12446fa6f
k později uplatněným připomínkám,se nepřihlíží,,afc535e88f8b4a7cb8145dd12446fa6f
ministerstvo,zašle,návrh územního rozvojového plánu,afc535e88f8b4a7cb8145dd12446fa6f
ministerstvo,zašle,vyhodnocení vlivů na udržitelný rozvoj území,afc535e88f8b4a7cb8145dd12446fa6f
ministerstvo,nabídne,konzultace,afc535e88f8b4a7cb8145dd12446fa6f
stavební zákon,rozhodne,vláda o aktualizaci politiky územního rozvoje,29ba590847af41dea8538de69ad56a01
stavební zákon,rozhodne,vláda o zpracování nového návrhu politiky územního rozvoje,29ba590847af41dea8538de69ad56a01
vyhodnocení vlivů aktualizace na udržitelný rozvoj území,zpracovává se,"jen tehdy, pokud tak stanovilo Ministerstvo životního prostředí",29ba590847af41dea8538de69ad56a01
vláda,rozhodne,o aktualizaci politiky územního rozvoje,29ba590847af41dea8538de69ad56a01
stavební zákon,nevyloučí,důvody významných negativních vlivů přesahujících hranice kraje,daea8896fa214f4c9f848521a402e55c
zásady územního rozvoje,mohou vymezit,plochu,daea8896fa214f4c9f848521a402e55c
zásady územního rozvoje,mohou vymezit,koridor pro územní rezervu,daea8896fa214f4c9f848521a402e55c
návrh zásad územního rozvoje,se zpracovává,vyhodnocení vlivů na udržitelný rozvoj území,daea8896fa214f4c9f848521a402e55c
územní rozvojový plán,se zpracovává,vyhodnocení vlivů na udržitelný rozvoj území,59fcae48afe046d1b4a60b3ae00a5de4
územní rozvojový plán,je závazný pro,pořizování a vydávání zásad územního rozvoje,59fcae48afe046d1b4a60b3ae00a5de4
územní rozvojový plán,je závazný pro,územní plány,59fcae48afe046d1b4a60b3ae00a5de4
územní rozvojový plán,je závazný pro,regulační plány,59fcae48afe046d1b4a60b3ae00a5de4
stavební zákon,stanoví,stanoviska,5806314dcc3b47f894c5320e1797afd1
stavební zákon,stanoví,připomínky,5806314dcc3b47f894c5320e1797afd1
stavební zákon,stanoví,vyjádření,5806314dcc3b47f894c5320e1797afd1
stavební zákon,stanoví,výsledky konzultací,5806314dcc3b47f894c5320e1797afd1
ministerstvo životního prostředí,uplatní,stanovisko,5806314dcc3b47f894c5320e1797afd1
stavební zákon,upravuje,vyhodnocení vlivů na udržitelný rozvoj území,9365b4006cf340038261baa1d4cb75b3
stavební zákon,upravuje,komplexní zdůvodnění přijatého řešení včetně vybrané varianty,9365b4006cf340038261baa1d4cb75b3
stavební zákon,upravuje,kvalifikovaný odhad záborů půdního fondu pro navrhované plochy a koridory,9365b4006cf340038261baa1d4cb75b3
stavební zákon,upravuje,vyhodnocení připomínek,9365b4006cf340038261baa1d4cb75b3
stavební zákon,upravuje,postup podle § 45i zákona o ochraně přírody a krajiny,9af18217491e4148a5202991c491ad8a
ministerstvo životního prostředí,uvede,kompenzační opatření ve stanovisku podle § 4 odst. 2 písm. b),9af18217491e4148a5202991c491ad8a
návrh územního rozvojového plánu,obsahuje,varianty řešení,9af18217491e4148a5202991c491ad8a
ministerstvo,vybere,nejvhodnější variantu,9af18217491e4148a5202991c491ad8a
ministerstvo,zohlední,,9af18217491e4148a5202991c491ad8a
stavební zákon,projedná,ministerstvo,dea416d2421345239bb059e2a06b7ad6
stavební zákon,projedná,ministerstvy,dea416d2421345239bb059e2a06b7ad6
stavební zákon,projedná,jinými ústředními správními úřady,dea416d2421345239bb059e2a06b7ad6
stavební zákon,projedná,kraji,dea416d2421345239bb059e2a06b7ad6
ministerstvo,zveřejní,upravený návrh,dea416d2421345239bb059e2a06b7ad6
ministerstvo životního prostředí,stanoví,návrh jeho aktualizace posuzován z hlediska vlivů na životní prostředí,66376ce255fc4273809b95fd15c89548
vyhodnocení vlivů aktualizace územního rozvojového plánu,zpracovává se,"pokud bylo stanoveno, že tento plán má být posuzován z hlediska vlivů na životní prostředí",66376ce255fc4273809b95fd15c89548
ministerstvo,zajistí,vyhotovení úplného znění územního rozvojového plánu po jeho aktualizaci,66376ce255fc4273809b95fd15c89548
ministerstvo,opatří,z,66376ce255fc4273809b95fd15c89548
stavební zákon,považuje se,dotčené obce,a5acdfd3a09448df9480a921f2d23915
dotčené obce,mohou podat,námitky proti návrhu zásad územního rozvoje,a5acdfd3a09448df9480a921f2d23915
námitky s odůvodněním a vymezením dotčeného území,lze uplatnit,do 7 dnů ode dne veřejného projednání,a5acdfd3a09448df9480a921f2d23915
dotčené orgány,uplatní,stanoviska k částem řešení,a5acdfd3a09448df9480a921f2d23915
stavební zákon,upravuje,politiku územního rozvoje,44452317dca54a4eb34dcbad56ac4191
stavební zákon,upravuje,územní rozvojový plán,44452317dca54a4eb34dcbad56ac4191
krajský úřad,vyhodnotí,výsledky projednání návrhu zásad územního rozvoje,44452317dca54a4eb34dcbad56ac4191
krajský úřad,zajišťuje,řešení případných rozporů,44452317dca54a4eb34dcbad56ac4191
krajský úřad,zohlední,vyjádření dot,44452317dca54a4eb34dcbad56ac4191
stavební zákon,nesmí obsahovat,podrobnosti náležející svým obsahem územnímu plánu,2106e886ab9546c9adff04cccd8f8054
stavební zákon,nesmí obsahovat,podrobnosti náležející svým obsahem regulačnímu plánu,2106e886ab9546c9adff04cccd8f8054
stavební zákon,nesmí obsahovat,podrobnosti náležející svým obsahem navazujícím rozhodnutím,2106e886ab9546c9adff04cccd8f8054
zásady územního rozvoje,se pořizují pro,celé území kraje,2106e886ab9546c9adff04cccd8f8054
stavební zákon,upravuje,písemné připomínky,41dc688a6efa4c03b2f1b62a2f04363a
krajský úřad,zašle,návrh zásad územního rozvoje,41dc688a6efa4c03b2f1b62a2f04363a
krajský úřad,zašle,vyhodnocení vlivů na udržitelný rozvoj území,41dc688a6efa4c03b2f1b62a2f04363a
krajský úřad,nabídne,konzultace,41dc688a6efa4c03b2f1b62a2f04363a
krajský úřad,účastní,konzultací,41dc688a6efa4c03b2f1b62a2f04363a
stavební zákon,považuje se,výsledkem řešení rozporů,e9e24a695f6149658ebf6d2495617bb0
krajský úřad,zajišťuje,upravení návrhu,e9e24a695f6149658ebf6d2495617bb0
krajský úřad,navrhne,pokyny pro jeho zpracování,e9e24a695f6149658ebf6d2495617bb0
krajský úřad,vyžádá si,stanovisko ministerstva životního prostředí,e9e24a695f6149658ebf6d2495617bb0
krajský úřad,vyžádá si,stanovisko příslušného orgánu ochr,e9e24a695f6149658ebf6d2495617bb0
krajský úřad,zajišťuje,úpravu návrhu zásad územního rozvoje,9286d710aaf24e569520b8b6de9acae6
krajský úřad,vyžádá,stanovisko ministerstva životního prostředí,9286d710aaf24e569520b8b6de9acae6
krajský úřad,vyžádá,stanovisko příslušného orgánu ochrany přírody,9286d710aaf24e569520b8b6de9acae6
ministerstvo životního prostředí,uvede,zda podstatná úprava vyžaduje posouzení z hlediska vlivů na životní prostředí,9286d710aaf24e569520b8b6de9acae6
stavební zákon,upravuje,požadavky zvláštních právních předpisů,e486576bbcf149e793a0377145065ab6
stavební zákon,upravuje,stanoviska dotčených orgánů,e486576bbcf149e793a0377145065ab6
stavební zákon,upravuje,výsledek řešení rozporů,e486576bbcf149e793a0377145065ab6
součástí odůvodnění zásad územního rozvoje,je,výsledek přezkoumání podle odstavce 1,e486576bbcf149e793a0377145065ab6
stavební zákon,upravuje,územní rozvoj,e4a6bf7e189d4c538d906081d07c823f
stavební zákon,upravuje,územní rozvojový plán,e4a6bf7e189d4c538d906081d07c823f
stavební zákon,upravuje,stanoviska dotčených orgánů,e4a6bf7e189d4c538d906081d07c823f
stavební zákon,upravuje,výsledek řešení rozporu,e4a6bf7e189d4c538d906081d07c823f
stavební zákon,upravuje,stanovisko ministerstva,e4a6bf7e189d4c538d906081d07c823f
stavební zákon,uplatnit,ministerstvo,bf813b1089204233b6b4baf32d553bef
stavební zákon,uplatnit,dotčené orgány,bf813b1089204233b6b4baf32d553bef
ministerstvo životního prostředí,stanoví,stanovisko,bf813b1089204233b6b4baf32d553bef
ministerstvo životního prostředí,uvede,aktualizace,bf813b1089204233b6b4baf32d553bef
ministerstvo životního prostředí,uvede,nový návrh zásad územního rozvoje,bf813b1089204233b6b4baf32d553bef
stavební zákon,postupuje,obdobně podle ustanovení § 36 až 41,a092b6c4967746f08b6ded07f8f44d64
krajský úřad,zajišťuje,vyhotovení úplného znění zásad územního rozvoje,a092b6c4967746f08b6ded07f8f44d64
krajský úřad,opatří,záznamem o účinnosti,a092b6c4967746f08b6ded07f8f44d64
nový návrh zásad územního rozvoje,může být zpracován,na základě požadavku uvedeného ve zprávě,a092b6c4967746f08b6ded07f8f44d64
stavební zákon,zajišťuje,vyhodnocení vlivů na udržitelný rozvoj území,30232fa3730c4d2ca3e9d7cfd1a66450
stavební zákon,naváže,na poslední úkon,30232fa3730c4d2ca3e9d7cfd1a66450
kraj,podmínit,pořízení částečnou nebo úplnou úhradou nákladů,30232fa3730c4d2ca3e9d7cfd1a66450
náklady,uhradí,"ten, v jehož prospěch nebo na jehož návrh byl záměr vymezen",30232fa3730c4d2ca3e9d7cfd1a66450
stavební zákon,upravuje,zásady územního rozvoje,7df6b766350d46a3b31cddf9ff3aba50
stavební zákon,upravuje,vyhodnocení vlivů na udržitelný rozvoj území,7df6b766350d46a3b31cddf9ff3aba50
krajský úřad,doručí,ministerstvu,7df6b766350d46a3b31cddf9ff3aba50
krajský úřad,doručí,návrh aktualizace zásad územního rozvoje,7df6b766350d46a3b31cddf9ff3aba50
krajský úřad,doručí,vyhodnocení,7df6b766350d46a3b31cddf9ff3aba50
stavební zákon,upravuje,projednává a vydává v rozsahu měněných částí,3d89a773c7484063986299ef68257926
kraj,doručí,aktualizaci zásad územního rozvoje,3d89a773c7484063986299ef68257926
aktualizace zásad územního rozvoje,nabývá,účinnosti,3d89a773c7484063986299ef68257926
zkrácený postup pořizování aktualizace zásad územního rozvoje,se použije,"v případě, že takto výslovně uvede zastupitelstvo kraje",3d89a773c7484063986299ef68257926
stavební zákon,upravuje,zásady územního rozvoje,63b7965d40ab4e9dbf5a8ce877d1354f
návrh,podává,příslušnému krajskému úřadu,63b7965d40ab4e9dbf5a8ce877d1354f
krajský úřad,posoudí,návrh,63b7965d40ab4e9dbf5a8ce877d1354f
krajský úřad,vyzve,navrhovatele,63b7965d40ab4e9dbf5a8ce877d1354f
navrhovatel,neodstraní,nedostatky,63b7965d40ab4e9dbf5a8ce877d1354f
stavební zákon,upravuje,návrh obsahu aktualizace zásad územního rozvoje,981cda80f2e145918b02cd421a758a94
stavební zákon,upravuje,požadavek na zpracování variant řešení,981cda80f2e145918b02cd421a758a94
příslušný orgán ochrany přírody,stanoví,stanovisko k navrhovanému obsahu aktualizace zásad územního rozvoje,981cda80f2e145918b02cd421a758a94
příslušný orgán ochrany přírody,uvede,možnost vyloučit významný vliv na evropsky významnou lokalitu,981cda80f2e145918b02cd421a758a94
stavební zákon,stanoví,stanovisko do 30 dnů od obdržení návrhu aktualizace zásad územního rozvoje,c722b8a7ef504fd0b6d97705ecf2e93d
stavební zákon,je možné,aktualizaci zásad územního rozvoje vydat i bez jeho stanoviska,c722b8a7ef504fd0b6d97705ecf2e93d
ministerstvo,upozorní,krajský úřad na nedostatky z uvedených hledisek,c722b8a7ef504fd0b6d97705ecf2e93d
krajský úřad,zašle,návrh aktualizace zásad územního rozvoje,c722b8a7ef504fd0b6d97705ecf2e93d
stavební zákon,upravuje,výsledky konzultací k vyhodnocení vlivů na udržitelný rozvoj území,15666163119541f3a910ab5669513888
návrh aktualizace zásad územního rozvoje,má,významný negativní vliv na předmět ochrany,15666163119541f3a910ab5669513888
návrh aktualizace zásad územního rozvoje,má,celistvost evropsky významné lokality,15666163119541f3a910ab5669513888
krajský úřad,navrhne,výběr nejvhodnější varianty,15666163119541f3a910ab5669513888
stavební zákon,nevyloučí,vlivy přesahující hranice obce,9120abcbc2634875b5235445ac437003
územní plán,lze vymezit,plochu,9120abcbc2634875b5235445ac437003
územní plán,lze vymezit,koridor,9120abcbc2634875b5235445ac437003
rozhodování o změnách v území,je podmíněno,smlouvou s vlastníky pozemků a staveb,9120abcbc2634875b5235445ac437003
zastupitelstvo kraje,je vázáno,stanovisky dotčených orgánů,5078a8689dbf4febad65e2c945d0676e
zastupitelstvo kraje,je vázáno,výsledkem řešení rozporů,5078a8689dbf4febad65e2c945d0676e
zastupitelstvo kraje,vrátí,předložený návrh krajskému úřadu,5078a8689dbf4febad65e2c945d0676e
zastupitelstvo kraje,zamítne,předložený návrh,5078a8689dbf4febad65e2c945d0676e
krajský úřad,projedná,,5078a8689dbf4febad65e2c945d0676e
stavební zákon,stanoví,náležitosti obsahu územního plánu,24960aa3be4d4af6b27e54b01f5212ef
stavební zákon,stanoví,obecné požadavky na využívání území,24960aa3be4d4af6b27e54b01f5212ef
zastupitelstvo obce,rozhoduje,o pořízení územního plánu,24960aa3be4d4af6b27e54b01f5212ef
zastupitelstvo obce,rozhoduje,z vlastního podnětu,24960aa3be4d4af6b27e54b01f5212ef
zastupitelstvo obce,rozhoduje,,24960aa3be4d4af6b27e54b01f5212ef
stavební zákon,upravuje,plánování v souladu se zásadami územního rozvoje,07d62e0101544aed94a595ab20602de6
stavební zákon,upravuje,plánování s politikou územního rozvoje,07d62e0101544aed94a595ab20602de6
stavební zákon,upravuje,plánování s územním rozvojovým plánem,07d62e0101544aed94a595ab20602de6
územní plán,nesmí obsahovat,podrobnosti náležející regulačnímu plánu,07d62e0101544aed94a595ab20602de6
územní plán,nesmí obsahovat,,07d62e0101544aed94a595ab20602de6
stavební zákon,podmínit,částečnou nebo úplnou úhradou nákladů,74e5c0d2eef14b51b133116e727db74d
návrh na pořízení územního plánu,se podává,u obce,74e5c0d2eef14b51b133116e727db74d
návrh na pořízení územního plánu,obsahuje,údaje umožňující identifikaci navrhovatele,74e5c0d2eef14b51b133116e727db74d
návrh na pořízení územního plánu,obsahuje,údaje o navrhované změně využití ploch,74e5c0d2eef14b51b133116e727db74d
stavební zákon,informuje,obec,80dd80b99ca24325bff9e1cea6f64b13
stavební zákon,informuje,navrhovatele,80dd80b99ca24325bff9e1cea6f64b13
stavební zákon,informuje,úřad územního plánování,80dd80b99ca24325bff9e1cea6f64b13
pořizovatel,zpracuje,návrh zadání územního plánu,80dd80b99ca24325bff9e1cea6f64b13
návrh zadání územního plánu,stanoví,hlavní cíle,80dd80b99ca24325bff9e1cea6f64b13
stavební zákon,upravuje,příslušný orgán ochrany přírody,0cb1d2d69cab4a9a85b0e24f045cf558
stavební zákon,upravuje,pořizovatel,0cb1d2d69cab4a9a85b0e24f045cf558
krajský úřad,uvede,návrh územního plánu,0cb1d2d69cab4a9a85b0e24f045cf558
krajský úřad,stanoví,podrobnější požadavky,0cb1d2d69cab4a9a85b0e24f045cf558
pořizovatel,doplní,požadavek na vyhodnocení vlivů na udr,0cb1d2d69cab4a9a85b0e24f045cf558
pořizovatel,pořídí,návrh územního plánu,2be3686e1cd54e00b8cc439c3eba18cf
pořizovatel,pořídí,vyhodnocení vlivů na udržitelný rozvoj území,2be3686e1cd54e00b8cc439c3eba18cf
prováděcí právní předpis,stanoví,náležitosti obsahu vyhodnocení vlivů na udržitelný rozvoj území,2be3686e1cd54e00b8cc439c3eba18cf
pořizovatel,oznámí,místo a dobu konání společného jednání,2be3686e1cd54e00b8cc439c3eba18cf
stavební zákon,hlíží,,d73a32aa61a14f7cb07755fcdbe99556
pořizovatel,zašle,návrh územního plánu,d73a32aa61a14f7cb07755fcdbe99556
pořizovatel,zašle,vyhodnocení vlivů na udržitelný rozvoj území,d73a32aa61a14f7cb07755fcdbe99556
pořizovatel,nabídne,konzultace,d73a32aa61a14f7cb07755fcdbe99556
tyto orgány,projeví,zájem,d73a32aa61a14f7cb07755fcdbe99556
stavební zákon,upravuje,lhůtě,8ac9c82b645648deacc20470b8996012
pořizovatel,zohlední,stanoviska dotčených orgánů,8ac9c82b645648deacc20470b8996012
pořizovatel,zohlední,připomínky,8ac9c82b645648deacc20470b8996012
pořizovatel,zohlední,případná vyjádření sousedních států,8ac9c82b645648deacc20470b8996012
pořizovatel,zohlední,výsledky konzultací,8ac9c82b645648deacc20470b8996012
stavební zákon,uvede,upravený návrh,67287e26dd2b4de5a937695678935b04
stavební zákon,stanoví,podrobnější požadavky,67287e26dd2b4de5a937695678935b04
pořizovatel,předloží,návrh pokynů,67287e26dd2b4de5a937695678935b04
návrh pokynů,předloží,zdůvodnění,67287e26dd2b4de5a937695678935b04
pokyny,jsou,změnou,67287e26dd2b4de5a937695678935b04
pořizovatel,vyhodnotí,výsledky projednání návrhu územního plánu,f3b347cc18fe4c0b9d4f1a09bcbecf3f
pořizovatel,zajišťuje,řešení případných rozporů,f3b347cc18fe4c0b9d4f1a09bcbecf3f
pořizovatel,zajišťuje,upravení návrhu,f3b347cc18fe4c0b9d4f1a09bcbecf3f
pořizovatel,předloží,návrh výběru nejvhodnější varianty,f3b347cc18fe4c0b9d4f1a09bcbecf3f
návrh výběru nejvhodnější varianty,může obsahovat,podmín,f3b347cc18fe4c0b9d4f1a09bcbecf3f
stavební zákon,vyžádá,stanovisko příslušného úřadu,a7c725d040244b2884214de9c9740db4
stavební zákon,vyžádá,stanovisko příslušného orgánu ochrany přírody,a7c725d040244b2884214de9c9740db4
příslušný úřad,uvede,upravený návrh posuzován z hlediska vlivů na životní prostředí,a7c725d040244b2884214de9c9740db4
příslušný úřad,stanoví,podrobnější požadavky,a7c725d040244b2884214de9c9740db4
návrh,mohou podat,orgány a osoby,e68f8c6247b24ce9bd52805221965592
návrh,obsahuje,údaje umožňující identifikaci navrhovatele,e68f8c6247b24ce9bd52805221965592
návrh,obsahuje,důvody pro pořízení změny územního plánu,e68f8c6247b24ce9bd52805221965592
návrh,obsahuje,návrh obsahu změny územního plánu,e68f8c6247b24ce9bd52805221965592
návrh,obsahuje,stanovisko příslušného orgánu ochrany přírody,e68f8c6247b24ce9bd52805221965592
stavební zákon,obsahuje,zpráva o vyhodnocení vlivů na udržitelný rozvoj území,613a8bd0ab234da3b793a98f3bd0d346
stavební zákon,obsahuje,stanovisko krajského úřadu podle § 50 odst. 5,613a8bd0ab234da3b793a98f3bd0d346
stavební zákon,obsahuje,"sdělení, jak bylo stanovisko podle § 50 odst. 5 zohledněno",613a8bd0ab234da3b793a98f3bd0d346
stavební zákon,obsahuje,komplexní zdůvodnění přijatého řešení včetně vybr,613a8bd0ab234da3b793a98f3bd0d346
stavební zákon,upravuje,zrušení územního plánu nebo jeho změny,257930b668e74ccea32bfe5ef8dca127
další zastavitelné plochy,lze vymezit,na základě prokázání potřeby vymezení nových zastavitelných ploch,257930b668e74ccea32bfe5ef8dca127
pořizovatel pro obec,zajišťuje,vyhotovení územního plánu zahrnujícího úplné znění po vydání jeho změny,257930b668e74ccea32bfe5ef8dca127
vyhotovení územního plánu,opatří,záznamem o účinnosti,257930b668e74ccea32bfe5ef8dca127
stavební zákon,upravuje,změna územního plánu,8edaf0d3a9c14d41a3bcdcbc647bf2bc
pořizovatel,zajišťuje,stanoviska podle odstavce 2 písm. d),8edaf0d3a9c14d41a3bcdcbc647bf2bc
pořizovatel,zajišťuje,stanoviska podle odstavce 2 písm. e),8edaf0d3a9c14d41a3bcdcbc647bf2bc
změna územního plánu,nelze rozhodnout,bez zohlednění stanovisek podle odstavce 2 písm. d) nebo e),8edaf0d3a9c14d41a3bcdcbc647bf2bc
stavební zákon,upravuje,dotčená práva,449325fac5d34ae0be98fc9937629ab0
stavební zákon,vymezit,území dotčené námitkou,449325fac5d34ae0be98fc9937629ab0
dotčené orgány,uplatní,stanoviska k částem řešení,449325fac5d34ae0be98fc9937629ab0
krajský úřad,uplatní,stanoviska k částem řešení,449325fac5d34ae0be98fc9937629ab0
dotčené osoby,musí být,upozorněny na tuto skutečnost,449325fac5d34ae0be98fc9937629ab0
stavební zákon,projednání,zamítne,4a83a7d41bfe4508acfdd6bd8b3ebdd6
obec,je povinna,uvést územní plán do souladu s tímto rozhodnutím,4a83a7d41bfe4508acfdd6bd8b3ebdd6
část územního plánu,se nepoužije,znemožňuje realizaci záměru obsaženého v politice územního rozvoje,4a83a7d41bfe4508acfdd6bd8b3ebdd6
část územního plánu,se nepoužije,znemožňuje realizaci záměru obsaženého v územním rozvojovém plánu,4a83a7d41bfe4508acfdd6bd8b3ebdd6
stavební zákon,upravuje,návrh územního plánu,e04a3624deb14342be6224f63afbfa1e
stavební zákon,upravuje,návrh změny územního plánu,e04a3624deb14342be6224f63afbfa1e
zastupitelstvo obce,rozhodne,o pořízení územního plánu,e04a3624deb14342be6224f63afbfa1e
zastupitelstvo obce,rozhodne,o změně územního plánu,e04a3624deb14342be6224f63afbfa1e
zastupitelstvo obce,rozhodne,o obsahu územního pl,e04a3624deb14342be6224f63afbfa1e
zastupitelstvo obce,je vázáno,stanovisky dotčených orgánů,817cb268533347c18d5615a6a483581a
zastupitelstvo obce,je vázáno,výsledkem řešení rozporů,817cb268533347c18d5615a6a483581a
zastupitelstvo obce,vrátí,předložený návrh pořizovateli,817cb268533347c18d5615a6a483581a
zastupitelstvo obce,zamítne,předložený návrh,817cb268533347c18d5615a6a483581a
pořizovatel,projedná,upraven,817cb268533347c18d5615a6a483581a
stavební zákon,upravuje,veřejné projednání návrhu změny územního plánu,4ce6f6f801f449e7adacbb891f722d6c
každý,uplatní,své připomínky,4ce6f6f801f449e7adacbb891f722d6c
dotčené osoby,uplatní,námitky,4ce6f6f801f449e7adacbb891f722d6c
námitky,musí uvést,odůvodnění,4ce6f6f801f449e7adacbb891f722d6c
námitky,musí uvést,údaje podle katastru nemovitostí dokladující dotčená práva,4ce6f6f801f449e7adacbb891f722d6c
stavební zákon,upravuje,územní plánování,71d87b4bc8a349449154fcbfd92d71d0
stavební zákon,upravuje,stavební řád,71d87b4bc8a349449154fcbfd92d71d0
změna územního plánu,je možné,vydat i bez stanoviska,71d87b4bc8a349449154fcbfd92d71d0
krajský úřad,upozorní,na nedostatky,71d87b4bc8a349449154fcbfd92d71d0
krajský úřad,uplatní,stanovisko,71d87b4bc8a349449154fcbfd92d71d0
stavební zákon,upravuje,případná vyjádření sousedních států k vyhodnocení vlivů na udržitelný rozvoj území,343396449d244e4fa93addf4aa26a2ff
návrh změny územního plánu,má,významný negativní vliv na předmět ochrany,343396449d244e4fa93addf4aa26a2ff
návrh změny územního plánu,má,celistvost evropsky významné lokality,343396449d244e4fa93addf4aa26a2ff
pořizovatel,navrhne,výběr nejvhodnější varianty,343396449d244e4fa93addf4aa26a2ff
stavební zákon,upravuje,regulačního plánu,6712ad4d03ca4da1be19e2ddef4558a7
spojené veřejné projednání,musí splňovat,požadavky pro projednání územního plánu,6712ad4d03ca4da1be19e2ddef4558a7
spojené veřejné projednání,musí splňovat,požadavky pro projednání regulačního plánu,6712ad4d03ca4da1be19e2ddef4558a7
území obce,se vymezuje,jedno případně více zastavěných území,6712ad4d03ca4da1be19e2ddef4558a7
stavební zákon,podmínky odchylují,zadání regulačního plánu,e20b262fc67342f2b86d9c0aaf6d875d
stavební zákon,jsou,změnou,e20b262fc67342f2b86d9c0aaf6d875d
zastupitelstvo,je vázáno,stanovisky dotčených orgánů,e20b262fc67342f2b86d9c0aaf6d875d
zastupitelstvo,je vázáno,výsledkem řešení rozporů,e20b262fc67342f2b86d9c0aaf6d875d
pořizovatel,zajišťuje,upravení návrhu regulačního plánu,e20b262fc67342f2b86d9c0aaf6d875d
stavební zákon,předá,kopii katastrální mapy příslušného území,d2edcb2ce2344b6ca860d973674b74fb
stavební zákon,předá,kopii mapy s vyznačeným intravilánem,d2edcb2ce2344b6ca860d973674b74fb
zastavěné území,vymezuje se,podle § 58 odst. 1 a 2,d2edcb2ce2344b6ca860d973674b74fb
pořizovatel,navrhne,vymezení zastavěného území,d2edcb2ce2344b6ca860d973674b74fb
stavební zákon,upravuje,území,0177569f02c049309b75e941a90e9901
stavební zákon,obsahuje,odůvodnění,0177569f02c049309b75e941a90e9901
odůvodnění,obsahuje,vyhodnocení souladu s § 58 odst. 1 a 2,0177569f02c049309b75e941a90e9901
pořizovatel,projeda,změnu,0177569f02c049309b75e941a90e9901
pořizovatel,oznámí,konání místního šetření,0177569f02c049309b75e941a90e9901
regulační plán,stanoví,podmínky pro vymezení a využití pozemků,52a8bcf5e76e4bd5bfda65f20255beac
regulační plán,stanoví,podmínky pro umístění a prostorové uspořádání staveb veřejné infrastruktury,52a8bcf5e76e4bd5bfda65f20255beac
regulační plán,vymezí,veřejně prospěšné stavby,52a8bcf5e76e4bd5bfda65f20255beac
regulační plán,vymezí,veřejně prospěšná opatření,52a8bcf5e76e4bd5bfda65f20255beac
regulační plán,je,závazný pro rozhodování v území,52a8bcf5e76e4bd5bfda65f20255beac
stavební zákon,upravuje,stavbu nebo opatření k pozemkům nebo stavbám v řešené ploše,b112d07474424f77acfc8d4d1facb197
stavební zákon,nepředkládá,souhlas nebo dohoda o parcelaci,b112d07474424f77acfc8d4d1facb197
žadatel,může doložit,smlouvy s příslušnými vlastníky veřejné dopravní nebo technické infrastruktury,b112d07474424f77acfc8d4d1facb197
smlouvy s příslušnými vlastníky veřejné dopravní nebo technické infrastruktury,zajišťují,vybudování nebo úpravu této infrastruktury,b112d07474424f77acfc8d4d1facb197
stavební zákon,upravuje,účel pořízení regulačního plánu,7c15a5d2a58640fb91cfa3f8ba45a926
stavební zákon,upravuje,"návrh, která územní rozhodnutí regulační plán nahradí",7c15a5d2a58640fb91cfa3f8ba45a926
podnět,se podává,u kraje nebo obce příslušné k vydání regulačního plánu,7c15a5d2a58640fb91cfa3f8ba45a926
příslušné zastupitelstvo,rozhodne,o pořízení regulačního plánu,7c15a5d2a58640fb91cfa3f8ba45a926
příslušné zastupitelstvo,předá,návrh zadání upravený podle svých požadavků pořizovat,7c15a5d2a58640fb91cfa3f8ba45a926
stavební zákon,vztahuje se,ustanovení § 61 až 74,580fba7ef5594e168fc23c3d30734caa
regulační plán,lze vydat,na žádost fyzické osoby,580fba7ef5594e168fc23c3d30734caa
regulační plán,lze vydat,na žádost právnické osoby,580fba7ef5594e168fc23c3d30734caa
